,text,label_s,label_f,label_h
2918,pata ni kabhi meri b kismat mehrbaan hogi or me b bhai jaan se mil paungaae khuda raham  ,0,1,0
2919,hello sallu bhaijan,1,1,0
2920,salman bhai rat ke  bje aayenge mob no of salman khan is  real h,1,1,0
2921,agar aaj maine pyar kiya relies hoti to kitna hit hoti,1,1,0
2922,wo bahut busy hai kisi kaam me hoge is liye nahi aaye socha hoga tab tak kam pura ho jayega but nahi ho paya hoga kaam pura to nahi aa paye,0,0,0
2923,loveeeeeeeeeeeeeeeeeeeeeeee uuuuuuuuuu salmaannnnnnnnmnmm sir,0,1,0
2924,sir ek spna h zindgi m ek bar milna h aapse,0,0,0
2925,itna intezar to roza khulna ka bhi ni krta jitna apka ek post ka karta hooo plzz reply  karain maharbani apki bhtt bhtt,0,1,0
2926,asslawalecom salman bhai,0,0,0
2927,hlo sir kuch to kho,0,0,0
2928,salman bhai kaha ho ap,1,1,0
2929,salman bhai apke  comments pure hone bale hai,0,1,0
2930,hamay tu muqa bh nahi mila,0,1,0
2931,ok bye bye lagta hai its just fun ,1,1,0
2932,bhaijaan baat se palat gaye yeh aapki fitrat mai nai ho sakta aapka pa naam kharaab kar rha hai aapka,0,1,0
2933,sallu yar  baj gaye,0,1,0
2934,apne muje reply kiya to aj ki party meri taraf se,1,1,0
2935,salaam sir kaise ho aap kahan ho plz aa b joa,1,1,0
2936,aayesha khan yaha to bandh karo ye dhandha,0,0,1
2937,milna to ek bar yaad rkhna bar bar,0,0,0
2938,logo uallu bna aata hai bus  se  bje gye hai kha ho tum,0,1,0
2939,salman bhai kahan hooo   baj gaye ab  ghanta gaya to iftar ka time hota please ek reply dedijiye   please bhaijaan ,1,1,0
2940,plz rply kro naaaa,0,0,0
2941,fake coment hai koi nahi ane wala baje kisi ko reply nahi mila jhot,1,1,0
2942,aajao na bhai kahe sarma rhe ho,0,1,0
2943,bhai kaha ho ap hum mar jyge,0,0,0
2944,tum log bekar me apna time karab kar rahe ho koi nahi aane wala,0,1,0
2945,kyaaa sach me ye salman khan ki id heshayad fake he ye,0,1,0
2946,aap shadi kab karoge yaar  ,0,0,0
2947,aapko jamane se jhin lu ittana meri aukat nhi ,0,0,0
2948,am d biggest fan of uaz n d world                ,0,1,0
2949,allah pak apko hadyat de bhai jan  ameen,1,1,0
2950,loveeee youuuuuu salman bhaiapki shadi ho jaye jaldiaur bhagwan apko sweet sa baby gift kree,0,1,0
2951,aap ne roja rakha hai ,0,1,0
2952,fan ka teaser kaisa laga salman bhai,1,1,0
2953,ekdum zakaaas hai sab,0,1,0
2954,ohh aaj mara bhai roja #tc,0,0,0
2955,salman khan ka aphran ho gya tv pe aa rha h,0,1,0
2956,bhai kb dhamakedaar entry marogeeei m waiting  uuuuuuu,0,1,0
2957,bhai sallu tumhari pic hogi bindassis baat pe hai mujhe pura vishvaasbas mujhse baat kr loo,0,1,0
2958,good evening mr khan  mai apki bout bout bdi fan hui love u so much bhaijaan bhagwan apko hr buri najar se bchaye or aap hmesha healthy rhe  love u bhai,0,0,0
2959,breaking news dhayan se dekhiye ye insan ko jisne logo ko intzar krne m itna majbur kr diya,1,1,0
2960,bhai jaan number btao,0,0,0
2961,commitmnt kr k bhul gye kya,0,1,0
2962,salman khan ne kl ka bola tha fr se check kro,0,1,0
2963,meko lag rha hai ye salman kbhi reply nhi degi,0,1,0
2964,bhai jaan aaye kya,0,0,0
2965,salman bhai mje aap se milna haii am ur big big big fan,0,1,0
2966,auno bhojani teri amma ki chodu replay kaiku kara sale,0,1,0
2967,still wait  bje kha ab time  hone wla,0,0,0
2968,kia hova bhai dya hova time katam ho gya,1,1,0
2969,sir  gnte ho gaye ans nae aya,1,1,0
2970,sir itna to koi apni girlfriend ka b wait nae krta pta nae ap ans kyn nae d rhe,1,1,0
2971,bhaijaan main pakistan se ho main apka bohot bra fan ho,1,0,0
2972,hi salman sir how are sir main apki bohot bohot bohot bari fan hu i love you salman sir ummmmmmmmmmmmmmmmmmmmmmmmh,1,1,0
2973,bhaijaan kuch to bolo,0,0,0
2974,salman sir aap fir kb online rahoge plz bta do na wrna mai puri raat jgi rhungi or apka wait krungi plz bhaieya  reply,1,1,0
2975,salman bolo tumne mushalmano ko yeh kaha tha ke nai kyun ki me aapko bohut like karti thi agar aap kahonge ke tumne esa kuch nai bola toh hi main manungi please reply jarur karna kasam he aapko,1,1,0
2976,ye movie nahi chale bhai,1,0,0
2977,bhaaiii orrr kitnaaa wait krwaogyy yrrrr,0,1,0
2978,sir  aap kabhi promotion ke liye odisha ayiye plz,0,1,0
2979,ab iftari bad hi karna agar chat karna hai to,0,1,0
2980,veerji i miss u apne ne baat nai ki jane dijiye koi gal ni,0,1,0
2981,sach me aap hi baat kr rhe ho ya phr hum aise hi khus ho rhe hai,0,1,0
2982,woooooo wo kasy muje ap sy bt krne hykasy plz btyan,0,1,0
2983,bai  g  kab  aooo  ge online,0,0,0
2984,kya ye wo hi salman h jisne hum ko chelange kya h,0,1,0
2985,sir it not fair ramjan ka mahina ha picha rah gae hm sayad mukadar me nh tha ,0,1,0
2986,agar salman khan musalman h to allah se toba kare or apne gunaho ki mafi mange nhi to dunya me bhi usko koi jagah nhi milegi or aankhirat me bhi,0,1,0
2987,salman ko duniya me jagah na dene ki kiski himmat hai salman k fans salman k sath hai,1,1,0
2988,jo salman se pyar karte h wo islaam se pyar nhi karte,0,1,0
2989,bhai je ram ram aur kaha ho  baj chuke h,0,1,0
2990,bhai aaye ki nahi ab tk,0,0,0
2991,sallu bhai kya baat h,1,0,0
2992,sirrr aap onlin he sirrr,1,1,0
2993,ullu bna rhe hai bajrangi bhai,0,0,0
2994,axxa laga aapse baat kar k,0,0,0
2995,really aap aaye kyai cant beleive,1,1,0
2996,hum bajarng bali k bhakt h or hum kbi juth nhi bolte kyo bhai ,1,1,0
2997,agr replay nhi diya to me maggy khalunga,0,0,0
2998,bhai ka uper cmnt aya he,0,0,0
2999,aap koun saa phone use karte ho that is a useless phonemera message aapko display nhi kar paa rha hogawarna aap to reply karte hi karte,0,1,0
3000,salman sir aap aiye b nai baat karne  ,0,1,0
3001,yr koi bata do salman aaye the ki nahi koi bol raha chat ho gaya but kahan,1,1,0
3002,kuch toh baat hai bande mein jo itne logon k dil me rehta hai,1,1,0
3003,aab bas karoooo salman ji,0,1,0
3004,agar sach me mujhe app ke sat bat ho jata to me khusi se pagal ho jata,0,1,0
3005,kya sallu dost ko bhul gya kya,0,1,0
3006,bhaijaan ed mubark,1,1,0
3007,hame bula kar khud kahan chale gaye,0,1,0
3008,salman bhai muje ek gaddi gift krde yr ,1,1,0
3009,hum aapko ek jhalk dekhne ke liy a tarap rahe hai,0,1,0
3010,hum fans ki feel ki koi kadar hi nahi h,1,0,0
3011,kamal krte ho panday ji sb fan ko itna wait kra rhe ho,0,0,0
3012,love u salman kbse wati kar rahe h,0,1,0
3013,salman bhiya mujhe aap ki dabang three me ek chota sa roll de dena,0,0,0
3014,bhai aaap ki  sab say aache  film kon si hai ,0,1,0
3015,salman dear bye aftari kerte ha hum prr melinge,0,1,0
3016,last replyyyyy plzz plzzz plzzzz,0,1,0
3017,kutte ki nhi sunni h koi bat,0,0,0
3018,hlw bajrangi bhaijaan,1,0,0
3019,bajrangi bhai jan ke liye dil se subhkamnaye sir,0,1,0
3020,ek bar msg karo bhaijaan,1,0,0
3021,ye kya hai  min ka bhi video nahi hai aur shirf  sawal asli akda bhejti hun abhi twitter par,1,1,0
3022,sb kh rhe h fake id fake id  aap ko proove krna chahiye aap hi ho,0,1,0
3023,bhaijaan plz tell plz bhai one comment,0,0,0
3024,hi  bhai  main  bhi  ek  actor  banna  chahta  hoon  bhi,1,1,0
3025,realy kaha par,1,0,0
3026,salman bhai aap meri coments path te he,0,1,0
3027,bhai i  m aslo big fan of you  i m frm kashmirr    apka bajrangi bhaijaan main kaise experince raha woh bhi kashmir main shooting kr k nd pls replyy  aur kaise laga humra kashmir,0,0,0
3028,kya yr maine b mis kr diya #uhh,0,1,0
3029,intzaar mat karao aa b jao ya fir bol do ki kal baat karenge,0,0,0
3030,kya khismat hai yaar bande ki hazaron  croro  log  marte hai bande par,0,1,0
3031,namaste salman bhai    i am big fan you superstar bajrangi bajhaan very very beatufil end salman khnan very very veryvery veryy handsome salman khan superstar    golden heart man    mai tumse pyaar karte hun     ,0,0,0
3032,radhika medan sirf salman ko chod kr baki sab call krnge tmhe     ,0,0,0
3033,bhai jaan majhe le rahe ho malum h,0,1,0
3034,kaise ho bhai jaan mai apni gf k saath bajragi bhaijaan ka first show dekhne ja raha hu,1,0,0
3035,lol admin atention seeker h jante bujhte post dala ki coment mile _,0,1,0
3036,hamare des ki saan hamare dil ki arman ham sab ki jaan hi hamare salman bhai jaan,0,1,0
3037,salman bhaijan se baat krne hai bass ye bolna hai ur moive will superhit,0,1,0
3038,mohammed ji kya salman khan ko sachmooch kisine kidnap kiya h pls bataiye na,0,1,0
3039,muslim hokar muslim ko hi neech bolte ho  allah se daro   ye saari dolat sab kuch yaho reh jayega  khuda se daro,0,1,0
3040,salman ne reply kiya kya guys,1,1,0
3041,salman se baat karne ke liye taqdirwala honi chahiye,1,1,0
3042,maahi baghel aram se,0,1,0
3043,salman ji aap vul gy kya aap ka ek beta hai,0,1,0
3044,salman sir kahanh aap aap to humse baat karne wale thai na,0,0,0
3045,bhai  acha mazzak banaya aap ne aaj w,0,0,0
3046,hum fans ki koi kadar hi nahi h,0,1,0
3047,salman sir aap kyo nai aiye online,0,1,0
3048,insha allah blockbuster hoge bhai abki bar  cross paar bajrangi bhaijaan,0,1,0
3049,kya huwa bhai aap ne apni baat nahi puri ki kuch kaam mei phas gaye ya hume bhool gaye,0,1,0
3050,hi salman khan  plz kisi ko tou reply kare na,0,1,0
3051,mere sawal ka jawab koi nhi de sakta   ,0,1,0
3052,bhai plz thoda time humare liye bhi nikal lijiye hume bhi aapse baat karni h,1,1,0
3053,oh jalwa jaha bhi hoga baha bhi hoga kya aapka hi jalwa jalwa jalwa,0,0,0
3054,hyd mai sabse ziyada apke fans hai salman hum to bajrangi bhaijaan zarur dekhngeeee,0,1,0
3055,madar salman nai chalegi film,0,1,0
3056,sallu bhai aaj apka dil garden garden kyu ho rha h koi to locha h,0,1,0
3057,salman bhai loves usso dnt be disappointed ek din bhai se milne ka mauka sab ko milega,0,1,0
3058,tum mujhse pyar karte ho han to q,0,1,0
3059,sakunga appse bs yahi dua karta hu aapse jald mil saku,0,1,0
3060,bhai ko zrur koi kam hoga,1,1,0
3061,kaise piche pad gaye re,0,0,0
3062,plz ap prem patel ki help kijiye plzzzzz,1,0,0
3063,salmam ji kya hai aap rply nahi dai rahai ho thoda dyan muj ko b dona plzzz,0,1,0
3064,woow  aap  se fb per ho me to  me fb per aai  ,0,1,0
3065,aap par ek ilzaam laga hai ki aapne muslim ko galat kaha hai kya ye sahi hai mera dil nahin manta hai ki aap aisa bole hain,0,1,0
3066,kal  pm wait karna aj ka din nikal gya bevkufo girl to puri puri bevkuf hoti hai ,0,1,0
3067,sallu bhai reply do na us ladki ko plz ye mera izzat ka sawal hai plzplzplz,0,1,0
3068,salman sir abi tak wait kar reha hai hum plz abi b aa joa,0,1,0
3069,mdintjarmalik bajrangibhijane i loveyou    bhijaneapkifilm no  hogi,0,1,0
3070,app kaha hoo please aa jao na,0,1,0
3071,bina musalman ke hit ho jaye ga ye film samje,0,1,0
3072,mdintjarmalik bajrangibhijane i loveyou    bhijaneapkifilm no  hogi bhijanemujko callkaro ,0,1,0
3073,sir aa jaao sabhi log aapke fans aapki wait kar rahe plz aa jaayie g plzsir ek msg bda sa reply kar plz time nikalkar g,1,0,0
3074,ye musalman jab hinduo se dosti karni hoti hai ya meljol karna hota hai to shirtpant aur bina topi ke aate hainaur jab hinduo se tanaav hota hai to kurta pazama aur topi lagakar aate hain aapne bhi dekha hogaaisa kyo,0,1,0
3075,bhai jaan kab aao gee,1,0,0
3076,bhijan mera no  ,1,1,0
3077,salman sir ek reply toh de de bhaijaan,1,1,0
3078,abi tk chhar n bje k konsi ghadi lga rki h  ,0,0,0
3079,teri to saqal bhi dekhne ko dil nahi karta,0,1,0
3080,kha par bhai,1,0,0
3081,salman ap ku nhi aey,1,1,0
3082,hum thhak gaye bhai apka intazar kar k kar k hamari ungaliya b duk rahi hai typing karke,1,1,0
3083,inteha ho gayi intezar ki aayi na kuch khabar salman bhai ki,1,1,0
3084,kiu baat karte hai kis chiz mai,1,0,0
3085,bhai bhai bhai kaha ho,1,0,0
3086,khushboo tripathi    i love you bol khusboo lga ke,0,1,0
3087,salman sir ne bs time btaya hai date nhi jb date bta denge to aa jaeyega aap sb comment krne okayclose it,1,1,0
3088,dekhate abhi tum hamare liye time dete ho kya to,0,1,0
3089,bhai jaan aap raipur aaoge kya,1,0,0
3090,bhai ne to popat kar diya,0,0,0
3091,jhuti hi umid shi pr batta do sir fir kub milege,0,0,0
3092,bhai to he to koe gam nae,1,1,0
3093,koch to bolu bhai,1,0,0
3094,sir humne  se bhi adik msg kiya pl  to kuch bol do aap,1,1,0
3095,bhai jaan bolu naa yar,1,0,0
3096,sir  baje se lgi hue hu kuch to rpy kr do,1,1,0
3097,aap khafi busy rhte ho uncle ,0,1,0
3098,aslam tu agr bigest fan he to kia apun smilest fan he salman khan ke,1,0,0
3099,miss ho gya bhai,1,0,0
3100,salman bhai aapne mera hi nai blki sab fans ka dil dukhaya hai,0,1,0
3101,salman bhai plz muj se baat kre plz plz plz,1,1,0
3102,bhai plz screen pe release karo bajrangi bhaijaan,1,0,0
3103,plz sallu help him aap sabki dua hi lete hona plzz inki b,1,0,0
3104,salman aap shadi kyu nahi kar rahe,1,1,0
3105,plz salman g ap sb ki help krte ho is bichare ki b kr do na apni mom ki khatir,1,1,0
3106,hiiiiiiiii salmannnnnnnn ji meri ma aap ki bigest fan hain main aap ke sath baat karna chati hoon,0,0,0
3107,bhai kaha gum ho gye,1,1,0
3108, reply tho de dete,1,1,0
3109,neeta tum ek kaam karo salman se shadi karlo,1,1,0
3110,assalam walaikumkaise ho salman khanramzan mubarak hu,1,1,0
3111,sir gud ni bol kr bhi lgi hue hu comment pr comment sir bhi dard hone lga,1,1,0
3112,to kya chayiye apko,1,0,0
3113,salman ap ko kabi b achhi intresting story wali films kyu nhe milee jis trha shahrukh ya amir ko milti ha,0,1,0
3114,app kise baat kar rahi ho,1,1,0
3115,sir kya msg krtte kartte mar jau,0,1,0
3116,dishta jeetoo salman nahi reply karte hein hamare dil ko broken karte hein,0,1,0
3117,kisko bol rahi ho,1,1,0
3118,hiiiiiii salman sir,1,1,0
3119,aaj kal had koi salman khan banta pherta ha,0,1,0
3120,tere se kaun baat karna chahata hai be jo khud musalman ho kar musalmano ki izzat nahi karta,0,1,0
3121,ab tu jada he bolne lagi haisoch kar bat kar warna,0,1,0
3122,chal ba tharke,0,0,0
3123,bhai tumhare bare me jyada nahi sochte tum dil me aate ho pm fb nahi,1,1,0
3124,ya allah ap abhi tak nahi aye salman  ,1,1,0
3125,itne saare commt bhaijaan saare comnt padh rhe hai isliye time nhi mil rha hai aana ka,1,0,0
3126,bajrangi bhaijaan  day  cror club me pohch jayegi,0,0,0
3127,are kanjos ji aj to in sab se bat karo sab ko khush kar do itna to kar saktea ho ka nhe aj kanjosssssss mat bana plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz salman khan plzzzzzzzz,0,0,0
3128,gud ni bhai,1,0,0
3129,koii fadaa nhii yarro  sabbbb fake hii,0,1,0
3130,main to bajrangi bhaijaan dekhne bilkul nai jaunga friends aap bhi mat jana,0,1,0
3131,abe koi toh batao akhir chal kya rha yahan,0,1,0
3132,kayeh tiger khan bolu,1,1,0
3133,nahi ainge salman sab so jao,0,1,0
3134,nikita islam sunati bhai tum ye fake id se kyu pagal bana raha hai yaar in ladko ko,0,1,0
3135,salman sir sara din guzar gaya aap aa he nai  ,0,1,0
3136,sana khan add karo mujhe,1,1,0
3137,sana aa gaya tumara nakli salman khan hahaha,0,1,0
3138,hahah okay ap sab ke marzi ok bye,1,1,0
3139,lage raho sallu bhai,1,1,0
3140,okk bhai bolo ku,1,1,0
3141,hellow salman bhijaan,1,1,0
3142,bhai ap sapna kyu dekhate ho bhai bus apke fan h hum,1,0,0
3143,tum kahe rahi ho oh fake hai agar real me aaye to tum kaise pahchano gi tum hahaha,0,1,0
3144,friends tum sab salman khan ku thaknah chati hu ,1,1,0
3145,bhaijaan kidar ho,1,1,0
3146,salman rly deke chala bhi gya dosto piiche jaake dekho,1,0,0
3147,bhai ko kisi ne kuch keh dia kia,1,1,0
3148,idar hi hun bahi,1,1,0
3149,kaha hai salman,1,1,0
3150,sab asca ah  ,0,0,0
3151,lo aa gya maisalman ka fanswagat nhi kroge hamara,1,1,0
3152,kaise kahe rahi ho ki oh fake tha,0,1,0
3153,plz cm bhaihm sb wait kr rahe h apka,1,0,0
3154,sir main mumbai ja raha hunaapke ghar ke pas jarur jaubga,1,1,0
3155,acha sab ye btao bhai ka sbse bda fan kon hai,1,0,0
3156,roja nehi rakhkar film bana rahahay haaramka khana kha raha hay,0,1,0
3157,bhai hume lift hi ni detehum to larki nii ha na yarr,0,1,0
3158,help meee salman khan,1,0,0
3159,kis bewakuf ne apko yeh bola ki apne fans ko iss tarh se wait karao thappad meri tarf se bajrangi bhaijaan padne chye usey jo aysi bekar muft me raye deta hay,0,1,0
3160,sir ji kaha rah gye ab aa bhi jao jldi,1,1,0
3161,sorry year sara then salman khan kiy sathe mere thenb barbat  ,0,1,0
3162,salman khan apka dil sch me pure water jaisa hai,0,1,0
3163,salmaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaan ajhooo  ghanto se apka wait kar rahi hu,1,1,0
3164,apki upcoming picture ke liye bhaut excited hun mai,0,1,0
3165,cheat kiya sallu ne,0,1,0
3166,oye fake id #salman_khan tera to public #acount hai  real hai to #page se reply mar,0,1,0
3167,kiya bhai ouvesi sb par gussa kiyu hu,1,1,0
3168,agr aana nhi tha to bolna jroori tha  ,0,1,0
3169,mera beta aap ko bahot pasand krta hai,0,1,0
3170,plz ply ply plz plz salman sir  reply,1,1,0
3171,acha ab mulliya b fb chalane lagi hai,1,1,0
3172,ya allah salman agar nahi ana tha to pehle bola kyu thaa,0,1,0
3173,ye faltu logo ka to yehi kam h kisi ko acha nhi dekh sakte,0,1,0
3174,hallo salman vaiya ,1,1,0
3175,zindagi bhar intezar bhaiiiiiis duniya mein sirf aap ke liye,1,0,0
3176,salman tera garoo bhi too tega tujhe fakre hai aapne filme pe dekhe lena eid ka din tum hara filme koye bhi musalman nahi dekhe ga kiya budha to  ka hogaya,0,1,0
3177,assalamalikumap ki aesi jo aadhri dowaye hai jo ramzan k sadk puri ho jayeramzaan mobarak,1,0,0
3178,jisko lgta h bhai nahi aaye the ye link kholo or dekho kitne logo ko bhai ne jawab diye livestreamcom fblive salmankhan,1,1,0
3179,kb bjenge tumhare  salman  ,1,1,0
3180,jo tum bolte ho tum wo karte nahi ho,0,1,0
3181,avi ku good night  maja abvi baki hai#sunati,1,1,0
3182,pandey ji kamal kardiya apne aap pm ko batkarne wale thay apk  bajege bhi ya nahi,1,1,0
3183,love you salman bhai missing you salman bhai,0,1,0
3184,hum cahtiha ki vai  ek bar ake sobko jalak lagadea,1,0,0
3185,aapko hamari b umar lag jaye  itne bade fan hi ham,0,1,0
3186,aj apne hum sbko bht hurt kiye salmanapse ye umid nhi thi hum sb ko  bt m also luv u salman ,1,0,0
3187,bhai jaan reply to do chootiya ho ki nhi,0,1,0
3188,hum bhi aap se baat karna chahte h so plz plz one reply plz plz plz plz plz plz plz plz plz plz plz plz   ,1,1,0
3189,ae fake salman khan he salman khan aur tiger khan ek adme he jo   accout use ker rha he sassery ne time wast ker deya,0,1,0
3190,bhai aise karoge toh ham nhi jaynge dkhne bajrngi bhaijan,0,0,0
3191,aur salman bhai movie to chootiya se bani aapne,0,1,0
3192,kucch b kahosalman bhai kaa sabse nada fan iss puray shrishti mein afar koi haityo o haimera bhaisachin pujarijab tak salman bhai zindagi mein ek baar agar inse naa miletyo zindagi mein mein kissise kya mile,0,1,0
3193,ek baar milke tyo dekiyeaap daang reh jaayenge,1,0,0
3194,aallah qasam salman khan agr bt ni ap ne hm se tou aaj k bd main khbi apki ek film b ni dekhunga aate q ni ho,0,1,0
3195,nu cred ca ii fb lui salman khan,1,1,0
3196,plz rpy jst wnt to meet u once hope u cme kolkata once,1,1,0
3197,pehle ek baat batao doston salman ne twitter par ya fb par aane ko bola,1,1,0
3198,i think salman ne ye twitter k lie kaha hai qk salman ka ye post twitter se hi liya gya haitoh hmlog yahan kya kar rhe,1,1,0
3199,ye fake id h salman sir ki kyuki esa ho nhi skta ki salman sir ko sat shree akal likhna aata  ,0,0,0
3200,salu bahi sabka bahi salman bahi  my supar kahn salman kahn kick se v suparhit hogi bajrangi bahijaan ,0,1,0
3201,salman khan bn kr yaha kyi logo ne fake msg kiya h bt hm hmesha real hero my salman khan se hmesha pyar krenge,0,1,0
3202,salman ne ye twitter k lie kaha hai qk salman ka ye post twitter se hi liya gya haitoh hmlog yahan kya kar rhe,1,1,0
3203,salman sir for u dabe mein daba dabe mein cake mera piyare salman sir cororo mein aik,1,1,0
3204,aap kisi se bhi baat nahi karte ho,0,0,0
3205,ye page fake nai hai bas es mein fake loug salman khan ban kar aa jate hai per ye page million corore sahi hai salman sir ki he id hai ye,1,1,0
3206,salman ab nhi bachoge jab tak reply nhi doge mai picha nhi chorne wali,0,1,0
3207,salman bhai abhi tak wait kar rha hu apka,1,0,0
3208,sojao pooja salman nahi aanewala hai kyo rat kharab karrhi ho tum,0,1,0
3209,pooja soja nahi ane wala bhaija,0,1,0
3210,are bhai salman yahan aane waala hai na twitter par koi bataiga qk iss post me twiitter ya fb mention nhi kiya hua hai,1,1,0
3211,hhaha mjak mt kro aap ka phone off aa rha hai salman bhiya,0,1,0
3212,salman bhai bada wala tharra desi ka pike so gaye heheheh,0,1,0
3213,salman bhai i knw ur a big celebrity par hakk toh hume bhi milna chaye apse baat krne ka ,1,1,0
3214,hiii salman sir mujhe apse milna hai plzzzzz sir main aoki bahat badi fan hu,1,1,0
3215,sale kyu pagal ho rahe ho chootiyao salman nikal liya,0,1,0
3216,baba ji aap to so jao q budhape me nind kharab kar rahe ho,1,0,1
3217,missss u salman,1,1,0
3218,bhaijaan ramzan kese chl rhe hh,1,1,0
3219,bhai movie itni chalegi ki record ho jaayega,0,1,0
3220,sir pls kaise aapse contact kare batana pls ,1,1,0
3221,kya hua tera wadahmne to suna tha ki aap ek bar commentment kr dete ho to khud ki b nhi sunte bolo sallu bhaikya hua aaj ka wada bat krne ka,1,1,0
3222,qqq kiya aapne aisa,1,0,0
3223,mera yeh matlab nahi thaa naam to acha hai salmanji yaar shaadi karlo abb toood,1,1,0
3224,lovee uuu salluuuu,0,1,0
3225,bajrangi bhaijan jaldi aa jao cinema hall me,1,1,0
3226,lv u salman bhai,0,1,0
3227,bhai apku sath katrina ko film mere bohut ppochondo,1,0,1
3228,hello bajrangi bhaijaan,1,1,0
3229,salman g kabi roza rakha hi,1,1,0
3230,ok salman bha,1,1,0
3231,ok boss apka hukum sir ankho pe,0,1,0
3232,as salam walekum salman g apke sab fan ko pata h k aal kavi v kisiko hrt nhi kar sakte ho allah se dua h k apko hr musibat se bachae or buri najar se v,0,1,0
3233,jaha bhi jay hit pe hit ho jay only sallu bhaiiiiiiiiii,0,1,0
3234,salman khan me aapka wait kar rahi hu pliz,1,1,0
3235,jo muslmano pe kicad uthayega hum use kuchl deege yaad rkh che koi v ho,0,1,0
3236,salman bhai jai ho,0,1,0
3237,kya yar aap shaadi karlo na yar abhi to aapka jawani bhi khatam horahe hai,1,1,0
3238,shadi kab kar rahy ho ye news chahiye ab toh,1,0,0
3239,chup chootiya jaakay shahrukh ka signature style perform kar shahrukh k tattay,0,0,1
3240,asalamwalaikum sallu bhai aap hai logo ke baato ko dil par nakko liyo chahay kuch bi ho jaye mai aap ke sath hu ok ur the great bhai great handsof  u luv u sallu bhai,0,1,0
3241,ye pakistani bchchi ko ap pakistan apno se milate hain dil khush hojata h dekh kar pori film dekhy gye to mza ajay ga sir,0,1,0
3242,me bhi ik actor hi hon song and drama se retkio ki ghaziabad ho islia miss karonga dilhi hota to zaror dekhta thanks,1,1,0
3243,asalmwale coom bhaijaan,1,0,0
3244,bajrangi bhai jaan kaise ho,1,0,0
3245,hlo sir kya aap kbhi mujhse baat krege mujhe aapse kuch share krna hai,1,1,0
3246,asalam u alekom salman bhai,1,1,0
3247,niceeeeeeee loveeeeee you bhaijaaan,0,1,0
3248,bhai aap tou best he bajrangi bhaijaan atbb hogi   ,0,1,0
3249,salman bhai mujhe aap se jaruri bat karni hai,1,1,0
3250,haa hme bharosha h bhai,1,0,0
3251,sir ek war baat to krlo please sir,1,1,0
3252,bhaijaan aap awesome hi,0,1,0
3253,india ki aan baan shaanone only one salman khan,0,0,0
3254,muje apse shadi karni hai,1,1,0
3255,shadi karoge mujhse salman g,0,1,0
3256,apkeliye ek accha movie hai mere pass,1,1,0
3257,mujhe aap ki movie or bigg boss ka bhttt besabri se intezr hota hai,1,0,1
3258,welcome bajarangi bijaan,1,1,0
3259,alwys wth u,0,1,0
3260,we know bhaijaaan kwo sab fake tha,0,1,0
3261,i lv #salman ,0,0,0
3262,salman bhai ma pakistan sa hun main aapka bht bara fan hun or ma aapko milna chta hun mari ya khoish hai,1,0,0
3263,yess bhaaijaan hum aapke sath hai hamesha kuch b ho love u sir g,0,1,0
3264,sir ap roja rakte ho,1,1,0
3265,bhai film hit hoga haters ko mo thod javab denge,0,0,0
3266,bhaijan apke sath dekhni hai filmbajrangi bhaijann,1,0,0
3267,ye tumse jalne walo k kaam h bhai,0,0,0
3268,salman mera bacha tere naam se wo blue mark kider gyaaaaa,1,1,0
3269, iloveee yooou,0,1,0
3270,tension leneka nehi #bhaijaan,0,1,0
3271,lakh zuban lakh baate,1,0,0
3272,love uu salluuu,0,1,0
3273, bar dkhunga m theatre m jake bajrangi bhaijaan,0,1,0
3274,bummprrr hittt in saahallah,0,1,0
3275,i m frm pakistan apki bht bht bht badi fan houn,1,1,0
3276,bhai ram ram,1,1,0
3277,sir ji kabhi roze namaz ki bat b share kr liya kro,1,1,0
3278,bhai voh owaisi ke chamche hi is fake news ko failarahe hai,0,1,0
3279,main ne tu kbi in romurs py yakeen kiya hi ni tha bhai jaan,0,1,0
3280,kl aapne waisa qq kiya,1,1,0
3281,tension lene ka nhi bhai aapke fan ki koi kami nhi voh aapki film zaroor dekhenge,0,1,0
3282,acha kia yeh post update karke kyuki mai bhi yakeen karne laga tha is msgs ka ab sukun hua k tumne aisa nahi bola salman   ,1,0,0
3283,bhai media me aake bayan do sale kon hai rumor urane wala,0,1,0
3284,gud nyt bhai,1,1,0
3285,bhai mkofarq ni pdta,0,0,0
3286,salman khan u r my god fatheragr aap na hotey aaj m kuch na hota,0,1,0
3287,hum log jarur dekhenge aapka movie,0,0,0
3288,pahle sahi se islam ka meaning sikh lo tum aur apne pita ji ko bhi sikhao,0,1,0
3289,hum hamesha aapke sath h bhai aapke liye jan hajir h,1,1,0
3290,bas dil pak ho bhale duinya kuch b kahe,1,1,0
3291,no problems salman bhai aapka koi bhi kuch ukhad nahi sakta bajrangi bhai jaan suparhit movie hogi,0,1,0
3292,sir sab ko pata hai na aap kise ka bura krta ho or na kise ka bura chahta ho loveyou,0,1,0
3293,lagta hai darr gaya#uturn,0,1,0
3294,love love love salam bhai,0,0,0
3295,salu bhai aap ka move jarur hit hogi bajrangi bali he na  jis ke  saath bhagban hote hain hun ka koi kuch nehi kar sakta,0,1,0
3296,sahi baat h bhai qki sbka malik ek,0,0,0
